# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 41, mean observations per image: 225.73170731707316
1 0.97630170355394785 -0.0017944286164050854 0.21361749612695985 0.034631329920297452 -0.54803912448827563 -0.92675159405647289 3.41621320176298 1 00.jpg
